iter	Logloss
588	0.2399865132
589	0.239808725
590	0.2397522198
591	0.2396988444
592	0.2393906248
593	0.2390499777
594	0.2390198574
595	0.2389502537
596	0.2388353964
597	0.2386826081
598	0.2385592889
599	0.2384510149
600	0.2383194605
601	0.2381777369
602	0.2381134088
603	0.2379430145
604	0.2379043329
605	0.2378447347
606	0.2377123936
607	0.2375808498
608	0.2375333876
609	0.2374597618
610	0.2372700323
611	0.2371851097
612	0.2370402291
613	0.2369443375
614	0.2367987009
615	0.2365875431
616	0.2364664006
617	0.2363373825
618	0.2362296067
619	0.236166394
620	0.2360910857
621	0.2358562138
622	0.2358362249
623	0.2357216007
624	0.2355814607
625	0.2355330778
626	0.2353271669
627	0.2352707106
628	0.235166297
629	0.2350185177
630	0.2349333708
631	0.2347737675
632	0.2346886069
633	0.2344179953
634	0.2343566211
635	0.234299585
636	0.2342464508
637	0.2341684464
638	0.2340518677
639	0.2339400627
640	0.2338444568
641	0.2337403982
642	0.2336221887
643	0.2335570163
644	0.2335155399
645	0.2334862938
646	0.2334582111
647	0.2333544788
648	0.2332900558
649	0.2332244971
650	0.233067721
651	0.2330042256
652	0.2326620617
653	0.2324737525
654	0.2323884428
655	0.2323453159
656	0.2321390046
657	0.2318167474
658	0.2317573399
659	0.2315494234
660	0.2313588424
661	0.2312815842
662	0.2311893021
663	0.2311319924
664	0.2310366789
665	0.2308189919
666	0.230779779
667	0.2306262119
668	0.2305019545
669	0.2303222259
670	0.2302957527
671	0.230189918
672	0.2300156247
673	0.2299394889
674	0.2296668069
675	0.229555105
676	0.229437436
677	0.2293350007
678	0.2292547382
679	0.2290965192
680	0.2289976247
681	0.228870498
682	0.2288467641
683	0.2287393816
684	0.2286065535
685	0.2285269305
686	0.2281514208
687	0.2280423538
688	0.2277976644
689	0.2276921982
690	0.2276462292
691	0.2276210488
692	0.2275326479
693	0.2274440498
694	0.227420765
695	0.2272711236
696	0.2271908396
697	0.2270065439
698	0.2268924798
699	0.226783682
700	0.2265308416
701	0.2264837015
702	0.2264240662
703	0.2263459803
704	0.2260465052
705	0.2259150145
706	0.2258147058
707	0.2257534184
708	0.2257008025
709	0.2256730457
710	0.2255806341
711	0.2254953867
712	0.2254021568
713	0.2253526437
714	0.2251703521
715	0.2250587302
716	0.2249696191
717	0.224867857
718	0.2247217579
719	0.2246102594
720	0.2245599318
721	0.2243829354
722	0.2243619425
723	0.2242793414
724	0.2242041738
725	0.2240233461
726	0.2238534347
727	0.223668645
728	0.223577888
729	0.2235000352
730	0.2234651964
731	0.2234131755
732	0.2232139634
733	0.223081918
734	0.2229764147
735	0.2229542785
736	0.2227300587
737	0.2225549203
738	0.2224844364
739	0.222334976
740	0.2221089401
741	0.2220686429
742	0.2219095417
743	0.2218357565
744	0.2217394839
745	0.2215962363
746	0.2215519919
747	0.2214348893
748	0.2213411354
749	0.2212415449
750	0.2211891014
751	0.2211402278
752	0.2210376614
753	0.2209249785
754	0.2208297142
755	0.2207297135
756	0.2206522655
757	0.2205801066
758	0.220470311
759	0.2204218622
760	0.2203647203
761	0.2203020582
762	0.2202679735
763	0.2201797469
764	0.2200325622
765	0.2200103859
766	0.2199525449
767	0.2199257471
768	0.2198190337
769	0.2197793015
770	0.2196710279
771	0.2196121096
772	0.2195623638
773	0.2195323787
774	0.2195161057
775	0.2195004611
776	0.2194534837
777	0.2194192711
778	0.2192997583
779	0.2192378386
780	0.219182841
781	0.2191384089
782	0.2190957175
783	0.2190204554
784	0.2189390545
785	0.2188492659
786	0.2187647647
787	0.2186580444
788	0.2186008245
789	0.2185400336
790	0.2184682972
791	0.2183719724
792	0.2183195607
793	0.2182502003
794	0.2181825136
795	0.218146366
796	0.21802661
797	0.2179816984
798	0.2179366847
799	0.2178744912
800	0.2177539869
801	0.2176918142
802	0.2176361906
803	0.2175819249
804	0.217353912
805	0.2172039741
806	0.2171279063
807	0.2170811363
808	0.2170455825
809	0.2169907516
810	0.2168813502
811	0.2166376846
812	0.2165825436
813	0.2165215458
814	0.2164026456
815	0.2163044229
816	0.2162361772
817	0.216168183
818	0.2161185777
819	0.2160181683
820	0.2159324509
821	0.2159137291
822	0.2158449581
823	0.2157936516
824	0.2157138757
825	0.2156539065
826	0.2155849959
827	0.2155145777
828	0.2154221121
829	0.2153341629
830	0.2152734673
831	0.2152197731
832	0.2151884859
833	0.2150882082
834	0.2150575626
835	0.2150059977
836	0.2149364182
837	0.2147621768
838	0.2146607644
839	0.2145537931
840	0.2144996191
841	0.2144107847
842	0.2143767523
843	0.214276314
844	0.2141948679
845	0.2140408404
846	0.2139438835
847	0.2138808161
848	0.2138085031
849	0.2137405943
850	0.2136846223
851	0.2136406864
852	0.2135917126
853	0.2135226323
854	0.2134749617
855	0.2134020265
856	0.2133271163
857	0.2132696126
858	0.2131807865
859	0.2130517716
860	0.2130281157
861	0.2129626584
862	0.2128507954
863	0.2126291249
864	0.2125443671
865	0.2124657838
866	0.2122794021
867	0.2121782938
868	0.212102396
869	0.2120748726
870	0.2120094147
871	0.2118839708
872	0.2118253999
873	0.2117571958
874	0.2117414995
875	0.2116890288
876	0.2116728246
877	0.2116105783
878	0.2114660116
879	0.211335391
880	0.2112605445
881	0.2112097328
882	0.2110576974
883	0.2109543545
884	0.2109046231
885	0.2108527757
886	0.2107659328
887	0.2107315302
888	0.2106752446
889	0.210614501
890	0.2105722111
891	0.2104534725
892	0.2104099716
893	0.2102973908
894	0.2102104412
895	0.2101707291
896	0.2101558161
897	0.2101126952
898	0.2100579082
899	0.2100164459
900	0.2099820009
901	0.2099431604
902	0.2096832878
903	0.2096472074
904	0.2095940354
905	0.2095297997
906	0.2095036484
907	0.2094690073
908	0.2094448607
909	0.2093889812
910	0.2093493369
911	0.2091920027
912	0.2091492436
913	0.2090846501
914	0.2090325753
915	0.2089657974
916	0.2088686215
917	0.2088374204
918	0.2087757708
919	0.2087472493
920	0.2087099909
921	0.2086770124
922	0.2086239205
923	0.2085898057
924	0.2085587142
925	0.2084719781
926	0.2084226042
927	0.2083253101
928	0.2082433552
929	0.2081927511
930	0.2081046298
931	0.2080410083
932	0.2079803231
933	0.2079452954
934	0.2079150813
935	0.2077947788
936	0.2076840919
937	0.2076277062
938	0.2074970593
939	0.2074658086
940	0.2073462904
941	0.2072840661
942	0.2072694038
943	0.2072438532
944	0.2071816389
945	0.2070953552
946	0.2070744142
947	0.2070435552
948	0.2069923443
949	0.2068648538
950	0.2068272546
951	0.2066831938
952	0.2066019791
953	0.2064857587
954	0.2064693384
955	0.2063718082
956	0.2063233507
957	0.2062852337
958	0.2062579038
959	0.2062099854
960	0.2061595685
961	0.2061086826
962	0.2060123974
963	0.205984107
964	0.2059290323
965	0.2058626119
966	0.2057547775
967	0.2057045442
968	0.2056817021
969	0.2056606686
970	0.2056162585
971	0.2055839332
972	0.205528935
973	0.205475946
974	0.2053285456
975	0.2053083762
976	0.205159989
977	0.205065177
978	0.2050396116
979	0.2050084107
980	0.2049227458
981	0.2048914353
982	0.2048345197
983	0.2048104079
984	0.2047527368
985	0.2047078821
986	0.2046565437
987	0.204616735
988	0.2045967786
989	0.204543048
990	0.2045233194
991	0.2045045425
992	0.2044674346
993	0.2043848884
994	0.2043398505
995	0.2043131549
996	0.2042783417
997	0.2042566133
998	0.204236874
999	0.2042261751
